word,depth,g1,s11,s12,s13,s14,s15,g2,s21,s22,s23,s24,s25,g3,s31,s32,s33,s34,s35,g4,s41,s42,s43,s44,s45,g5,s51,s52,s53,s54,s55,g6,s61,s62,s63,s64,s65
MANIS,5,LARNT,0,2,0,1,0,SONDE,1.0,0.0,2.0,0.0,0.0,GYMPS,0.0,0.0,1.0,0.0,2.0,LIRAS,0.0,1.0,0.0,1.0,2.0,MANIS,2.0,2.0,2.0,2.0,2.0,,,,,,
YANGS,4,LARNT,0,2,0,1,0,SONDE,1.0,0.0,2.0,0.0,0.0,GYMPS,1.0,1.0,0.0,0.0,2.0,YANGS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
YANKS,4,LARNT,0,2,0,1,0,SONDE,1.0,0.0,2.0,0.0,0.0,GYMPS,0.0,1.0,0.0,0.0,2.0,YANKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
YAMUN,4,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,1.0,2.0,0.0,1.0,YAMUN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MAYAN,4,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,1.0,0.0,1.0,MAYAN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CAJUN,4,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,1.0,0.0,0.0,0.0,CAJUN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NAUCH,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,1.0,0.0,0.0,0.0,CAJUN,1.0,2.0,0.0,1.0,1.0,NAUCH,2.0,2.0,2.0,2.0,2.0,,,,,,
NAGGY,4,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,0.0,0.0,2.0,NAGGY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NAVVY,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,0.0,0.0,2.0,NAGGY,2.0,2.0,0.0,0.0,2.0,NAVVY,2.0,2.0,2.0,2.0,2.0,,,,,,
ZAYIN,4,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,0.0,0.0,1.0,ZAYIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PAVAN,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,0.0,1.0,0.0,GIVES,0.0,0.0,2.0,0.0,0.0,PAVAN,2.0,2.0,2.0,2.0,2.0,,,,,,
JAPAN,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,0.0,1.0,0.0,GIVES,0.0,0.0,0.0,0.0,0.0,JAPAN,2.0,2.0,2.0,2.0,2.0,,,,,,
PAGAN,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,0.0,1.0,0.0,GIVES,1.0,0.0,0.0,0.0,0.0,PAGAN,2.0,2.0,2.0,2.0,2.0,,,,,,
PAVIN,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,0.0,1.0,0.0,GIVES,0.0,1.0,2.0,0.0,0.0,PAVIN,2.0,2.0,2.0,2.0,2.0,,,,,,
BAJAN,4,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,2.0,0.0,0.0,0.0,0.0,BAJAN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BAVIN,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,2.0,0.0,0.0,0.0,0.0,BAJAN,2.0,2.0,0.0,0.0,2.0,BAVIN,2.0,2.0,2.0,2.0,2.0,,,,,,
NAPPA,4,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,0.0,2.0,0.0,NAPPA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CAMAN,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,2.0,0.0,0.0,CRIAS,2.0,0.0,0.0,2.0,0.0,CAMAN,2.0,2.0,2.0,2.0,2.0,,,,,,
NAMMA,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,2.0,0.0,0.0,CRIAS,0.0,0.0,0.0,1.0,0.0,NAMMA,2.0,2.0,2.0,2.0,2.0,,,,,,
GAMIN,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,2.0,0.0,0.0,CRIAS,0.0,0.0,1.0,1.0,0.0,GAMIN,2.0,2.0,2.0,2.0,2.0,,,,,,
ZAMAN,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,2.0,0.0,0.0,CRIAS,0.0,0.0,0.0,2.0,0.0,ZAMAN,2.0,2.0,2.0,2.0,2.0,,,,,,
NAWAB,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,1.0,0.0,0.0,0.0,0.0,CABIN,0.0,2.0,1.0,0.0,1.0,NAWAB,2.0,2.0,2.0,2.0,2.0,,,,,,
CABIN,4,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,1.0,0.0,0.0,0.0,0.0,CABIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MAVIN,4,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,1.0,0.0,0.0,MAVIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HAZAN,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,0.0,0.0,0.0,HUIAS,2.0,0.0,0.0,2.0,0.0,HAZAN,2.0,2.0,2.0,2.0,2.0,,,,,,
JAWAN,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,0.0,0.0,0.0,HUIAS,0.0,0.0,0.0,2.0,0.0,JAWAN,2.0,2.0,2.0,2.0,2.0,,,,,,
FAGIN,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,0.0,0.0,0.0,HUIAS,0.0,0.0,1.0,1.0,0.0,FAGIN,2.0,2.0,2.0,2.0,2.0,,,,,,
NAKFA,5,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,0.0,0.0,0.0,HUIAS,0.0,0.0,0.0,1.0,0.0,NAKFA,2.0,2.0,2.0,2.0,2.0,,,,,,
NAPPY,4,LARNT,0,2,0,1,0,SONDE,0.0,0.0,1.0,0.0,0.0,BUMPY,0.0,0.0,0.0,2.0,2.0,NAPPY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
AHINT,3,LARNT,0,1,0,2,2,AMIES,2.0,0.0,2.0,0.0,0.0,AHINT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
AMENT,3,LARNT,0,1,0,2,2,AMIES,2.0,2.0,0.0,1.0,0.0,AMENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SCANT,3,LARNT,0,1,0,2,2,AMIES,1.0,0.0,0.0,0.0,1.0,SCANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
AHENT,4,LARNT,0,1,0,2,2,AMIES,2.0,0.0,0.0,1.0,0.0,GNARS,0.0,1.0,1.0,0.0,0.0,AHENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
AGENT,4,LARNT,0,1,0,2,2,AMIES,2.0,0.0,0.0,1.0,0.0,GNARS,1.0,1.0,1.0,0.0,0.0,AGENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
ANENT,4,LARNT,0,1,0,2,2,AMIES,2.0,0.0,0.0,1.0,0.0,GNARS,0.0,2.0,1.0,0.0,0.0,ANENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
AVANT,3,LARNT,0,1,0,2,2,AMIES,2.0,0.0,0.0,0.0,0.0,AVANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
AYONT,4,LARNT,0,1,0,2,2,AMIES,2.0,0.0,0.0,0.0,0.0,AVANT,2.0,0.0,0.0,2.0,2.0,AYONT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MEANT,3,LARNT,0,1,0,2,2,AMIES,1.0,1.0,0.0,1.0,0.0,MEANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CHANT,3,LARNT,0,1,0,2,2,AMIES,1.0,0.0,0.0,0.0,0.0,CHANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
QUANT,4,LARNT,0,1,0,2,2,AMIES,1.0,0.0,0.0,0.0,0.0,CHANT,0.0,0.0,2.0,2.0,2.0,QUANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GIANT,4,LARNT,0,1,0,2,2,AMIES,1.0,0.0,1.0,0.0,0.0,HIRES,0.0,2.0,0.0,0.0,0.0,GIANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HIANT,4,LARNT,0,1,0,2,2,AMIES,1.0,0.0,1.0,0.0,0.0,HIRES,2.0,2.0,0.0,0.0,0.0,HIANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
IDANT,4,LARNT,0,1,0,2,2,AMIES,1.0,0.0,1.0,0.0,0.0,HIRES,0.0,1.0,0.0,0.0,0.0,IDANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TENSE,3,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,1.0,1.0,TENSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
THEIN,3,LARNT,0,0,0,1,1,TINES,2.0,1.0,1.0,1.0,0.0,THEIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NITES,3,LARNT,0,0,0,1,1,TINES,1.0,2.0,1.0,2.0,2.0,NITES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
STEIN,3,LARNT,0,0,0,1,1,TINES,1.0,1.0,1.0,1.0,1.0,STEIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TINGE,3,LARNT,0,0,0,1,1,TINES,2.0,2.0,2.0,1.0,0.0,TINGE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TENDS,3,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,1.0,2.0,TENDS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TENTS,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,1.0,2.0,TENDS,2.0,2.0,2.0,0.0,2.0,TENTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TINES,2,LARNT,0,0,0,1,1,TINES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
UNTIE,4,LARNT,0,0,0,1,1,TINES,1.0,1.0,1.0,1.0,0.0,SAINE,0.0,0.0,1.0,1.0,2.0,UNTIE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
ETTIN,4,LARNT,0,0,0,1,1,TINES,1.0,1.0,1.0,1.0,0.0,SAINE,0.0,0.0,1.0,1.0,1.0,ETTIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
UNITE,4,LARNT,0,0,0,1,1,TINES,1.0,1.0,1.0,1.0,0.0,SAINE,0.0,0.0,2.0,1.0,2.0,UNITE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
THEGN,3,LARNT,0,0,0,1,1,TINES,2.0,0.0,1.0,1.0,0.0,THEGN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TINTY,3,LARNT,0,0,0,1,1,TINES,2.0,2.0,2.0,0.0,0.0,TINTY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TONDO,3,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,0.0,0.0,TONDO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
STEEN,3,LARNT,0,0,0,1,1,TINES,1.0,0.0,1.0,2.0,1.0,STEEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NUTSO,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,1.0,0.0,1.0,TORUS,1.0,1.0,0.0,1.0,1.0,NUTSO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
STOUN,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,1.0,0.0,1.0,TORUS,1.0,1.0,0.0,2.0,1.0,STOUN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
STOWN,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,1.0,0.0,1.0,TORUS,1.0,1.0,0.0,0.0,1.0,STOWN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NUTSY,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,1.0,0.0,1.0,TORUS,1.0,0.0,0.0,1.0,1.0,NUTSY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TYNED,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,2.0,0.0,YORES,1.0,0.0,0.0,2.0,0.0,TYNED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TUNED,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,2.0,0.0,YORES,0.0,0.0,0.0,2.0,0.0,TUNED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TONED,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,2.0,0.0,YORES,0.0,2.0,0.0,2.0,0.0,TONED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TONEY,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,2.0,0.0,YORES,1.0,2.0,0.0,2.0,0.0,TONEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TENES,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,2.0,2.0,MEOUS,0.0,2.0,0.0,0.0,2.0,TENES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TONES,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,2.0,2.0,MEOUS,0.0,1.0,1.0,0.0,2.0,TONES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TUNES,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,2.0,2.0,MEOUS,0.0,1.0,0.0,1.0,2.0,TUNES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TYNES,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,2.0,2.0,MEOUS,0.0,1.0,0.0,0.0,2.0,TYNES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
INTIS,4,LARNT,0,0,0,1,1,TINES,1.0,1.0,1.0,0.0,2.0,SAUTE,1.0,0.0,0.0,1.0,0.0,INTIS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SNITS,4,LARNT,0,0,0,1,1,TINES,1.0,1.0,1.0,0.0,2.0,SAUTE,2.0,0.0,0.0,2.0,0.0,SNITS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KNITS,4,LARNT,0,0,0,1,1,TINES,1.0,1.0,1.0,0.0,2.0,SAUTE,1.0,0.0,0.0,2.0,0.0,KNITS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
UNITS,4,LARNT,0,0,0,1,1,TINES,1.0,1.0,1.0,0.0,2.0,SAUTE,1.0,0.0,1.0,2.0,0.0,UNITS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NITID,4,LARNT,0,0,0,1,1,TINES,1.0,2.0,1.0,0.0,0.0,NOTED,2.0,0.0,2.0,0.0,2.0,NITID,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NITON,4,LARNT,0,0,0,1,1,TINES,1.0,2.0,1.0,0.0,0.0,NOTED,2.0,1.0,2.0,0.0,0.0,NITON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PITON,4,LARNT,0,0,0,1,1,TINES,1.0,2.0,1.0,0.0,0.0,NOTED,1.0,1.0,2.0,0.0,0.0,PITON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NIFTY,4,LARNT,0,0,0,1,1,TINES,1.0,2.0,1.0,0.0,0.0,NOTED,2.0,0.0,1.0,0.0,0.0,NIFTY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NITTY,4,LARNT,0,0,0,1,1,TINES,1.0,2.0,1.0,0.0,0.0,NOTED,2.0,0.0,2.0,0.0,0.0,NITTY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SETON,3,LARNT,0,0,0,1,1,TINES,1.0,0.0,1.0,1.0,1.0,SETON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NOTED,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,1.0,2.0,0.0,DOMES,1.0,2.0,0.0,2.0,0.0,NOTED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
OFTEN,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,1.0,2.0,0.0,DOMES,0.0,1.0,0.0,2.0,0.0,OFTEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HOTEN,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,1.0,2.0,0.0,DOMES,0.0,2.0,0.0,2.0,0.0,HOTEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MOTEN,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,1.0,2.0,0.0,DOMES,0.0,2.0,1.0,2.0,0.0,MOTEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TINED,3,LARNT,0,0,0,1,1,TINES,2.0,2.0,2.0,2.0,0.0,TINED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
JONTY,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,0.0,0.0,MOPEY,0.0,2.0,0.0,0.0,2.0,JONTY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PONTY,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,0.0,0.0,MOPEY,0.0,2.0,1.0,0.0,2.0,PONTY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PUNTY,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,0.0,0.0,MOPEY,0.0,0.0,1.0,0.0,2.0,PUNTY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MUNTU,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,0.0,0.0,MOPEY,2.0,0.0,0.0,0.0,0.0,MUNTU,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
JUNTO,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,0.0,0.0,MOPEY,0.0,1.0,0.0,0.0,0.0,JUNTO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MONTY,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,0.0,0.0,MOPEY,2.0,2.0,0.0,0.0,2.0,MONTY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BUNTY,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,0.0,0.0,MOPEY,0.0,0.0,0.0,0.0,2.0,BUNTY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PUNTO,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,0.0,0.0,MOPEY,0.0,1.0,1.0,0.0,0.0,PUNTO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MONTH,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,0.0,0.0,MOPEY,2.0,2.0,0.0,0.0,0.0,MONTH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CONTO,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,0.0,0.0,MOPEY,0.0,2.0,0.0,0.0,0.0,CONTO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SENTI,3,LARNT,0,0,0,1,1,TINES,1.0,1.0,2.0,1.0,1.0,SENTI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UNTIN,4,LARNT,0,0,0,1,1,TINES,1.0,1.0,1.0,0.0,0.0,COTES,0.0,0.0,2.0,0.0,0.0,UNTIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
UNITY,4,LARNT,0,0,0,1,1,TINES,1.0,1.0,1.0,0.0,0.0,COTES,0.0,0.0,1.0,0.0,0.0,UNITY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
POTIN,4,LARNT,0,0,0,1,1,TINES,1.0,1.0,1.0,0.0,0.0,COTES,0.0,2.0,2.0,0.0,0.0,POTIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CUTIN,4,LARNT,0,0,0,1,1,TINES,1.0,1.0,1.0,0.0,0.0,COTES,2.0,0.0,2.0,0.0,0.0,CUTIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
ONTIC,4,LARNT,0,0,0,1,1,TINES,1.0,1.0,1.0,0.0,0.0,COTES,1.0,1.0,2.0,0.0,0.0,ONTIC,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TWEEN,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,1.0,2.0,0.0,TOKEN,2.0,0.0,0.0,2.0,2.0,TWEEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TOKEN,3,LARNT,0,0,0,1,1,TINES,2.0,0.0,1.0,2.0,0.0,TOKEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TONUS,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,0.0,2.0,GULES,0.0,1.0,0.0,0.0,2.0,TONUS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TONGS,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,0.0,2.0,GULES,1.0,0.0,0.0,0.0,2.0,TONGS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TUNGS,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,0.0,2.0,GULES,1.0,2.0,0.0,0.0,2.0,TUNGS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TUNDS,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,0.0,2.0,GULES,0.0,2.0,0.0,0.0,2.0,TUNDS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TONKS,4,LARNT,0,0,0,1,1,TINES,2.0,0.0,2.0,0.0,2.0,GULES,0.0,0.0,0.0,0.0,2.0,TONKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HENTS,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,1.0,2.0,CHAWK,0.0,1.0,0.0,0.0,0.0,HENTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KENTS,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,1.0,2.0,CHAWK,0.0,0.0,0.0,0.0,1.0,KENTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
WENTS,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,1.0,2.0,CHAWK,0.0,0.0,0.0,1.0,0.0,WENTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GENTS,5,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,1.0,2.0,CHAWK,0.0,0.0,0.0,0.0,0.0,BADGE,0.0,0.0,0.0,1.0,1.0,GENTS,2.0,2.0,2.0,2.0,2.0,,,,,,
BENTS,5,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,1.0,2.0,CHAWK,0.0,0.0,0.0,0.0,0.0,BADGE,2.0,0.0,0.0,0.0,1.0,BENTS,2.0,2.0,2.0,2.0,2.0,,,,,,
DENTS,5,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,1.0,2.0,CHAWK,0.0,0.0,0.0,0.0,0.0,BADGE,0.0,0.0,1.0,0.0,1.0,DENTS,2.0,2.0,2.0,2.0,2.0,,,,,,
VENTS,6,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,1.0,2.0,CHAWK,0.0,0.0,0.0,0.0,0.0,BADGE,0.0,0.0,0.0,0.0,1.0,SPIFS,0.0,0.0,0.0,0.0,2.0,VENTS,2.0,2.0,2.0,2.0,2.0
FENTS,6,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,1.0,2.0,CHAWK,0.0,0.0,0.0,0.0,0.0,BADGE,0.0,0.0,0.0,0.0,1.0,SPIFS,0.0,0.0,0.0,1.0,2.0,FENTS,2.0,2.0,2.0,2.0,2.0
SENTS,6,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,1.0,2.0,CHAWK,0.0,0.0,0.0,0.0,0.0,BADGE,0.0,0.0,0.0,0.0,1.0,SPIFS,2.0,0.0,0.0,0.0,2.0,SENTS,2.0,2.0,2.0,2.0,2.0
PENTS,6,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,1.0,2.0,CHAWK,0.0,0.0,0.0,0.0,0.0,BADGE,0.0,0.0,0.0,0.0,1.0,SPIFS,0.0,1.0,0.0,0.0,2.0,PENTS,2.0,2.0,2.0,2.0,2.0
CENTS,4,LARNT,0,0,0,1,1,TINES,1.0,0.0,2.0,1.0,2.0,CHAWK,2.0,0.0,0.0,0.0,0.0,CENTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MINTS,4,LARNT,0,0,0,1,1,TINES,1.0,2.0,2.0,0.0,2.0,MOPED,2.0,0.0,0.0,0.0,0.0,MINTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PINTS,4,LARNT,0,0,0,1,1,TINES,1.0,2.0,2.0,0.0,2.0,MOPED,0.0,0.0,1.0,0.0,0.0,PINTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
OINTS,4,LARNT,0,0,0,1,1,TINES,1.0,2.0,2.0,0.0,2.0,MOPED,0.0,1.0,0.0,0.0,0.0,OINTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DINTS,4,LARNT,0,0,0,1,1,TINES,1.0,2.0,2.0,0.0,2.0,MOPED,0.0,0.0,0.0,0.0,1.0,DINTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BINTS,5,LARNT,0,0,0,1,1,TINES,1.0,2.0,2.0,0.0,2.0,MOPED,0.0,0.0,0.0,0.0,0.0,HAVES,0.0,0.0,0.0,0.0,2.0,BINTS,2.0,2.0,2.0,2.0,2.0,,,,,,
VINTS,5,LARNT,0,0,0,1,1,TINES,1.0,2.0,2.0,0.0,2.0,MOPED,0.0,0.0,0.0,0.0,0.0,HAVES,0.0,0.0,1.0,0.0,2.0,VINTS,2.0,2.0,2.0,2.0,2.0,,,,,,
