word,depth,g1,s11,s12,s13,s14,s15,g2,s21,s22,s23,s24,s25,g3,s31,s32,s33,s34,s35,g4,s41,s42,s43,s44,s45,g5,s51,s52,s53,s54,s55,g6,s61,s62,s63,s64,s65,g7,s71,s72,s73,s74,s75
HEYED,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,2.0,1.0,GRYPE,0.0,0.0,2.0,0.0,1.0,FEYED,0.0,2.0,2.0,2.0,2.0,HEYED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FEYED,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,0.0,2.0,1.0,GRYPE,0.0,0.0,2.0,0.0,1.0,FEYED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
EVENT,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,1.0,0.0,SAINT,0.0,0.0,0.0,2.0,2.0,EVENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NEMPT,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,1.0,0.0,SAINT,0.0,0.0,0.0,1.0,2.0,NEMPT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UNETH,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,1.0,0.0,SAINT,0.0,0.0,0.0,1.0,1.0,UNETH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CTENE,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,1.0,0.0,SAINT,0.0,0.0,0.0,2.0,1.0,CTENE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ETHNE,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,1.0,0.0,SAINT,0.0,0.0,0.0,2.0,1.0,CTENE,0.0,2.0,1.0,2.0,2.0,ETHNE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
INEPT,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,1.0,0.0,SAINT,0.0,0.0,1.0,1.0,2.0,INEPT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NEPIT,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,1.0,0.0,SAINT,0.0,0.0,1.0,1.0,2.0,INEPT,1.0,1.0,1.0,1.0,2.0,NEPIT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
UNITE,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,1.0,0.0,SAINT,0.0,0.0,2.0,1.0,1.0,UNITE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
FEINT,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,1.0,0.0,SAINT,0.0,0.0,2.0,2.0,2.0,FEINT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MEINT,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,1.0,0.0,SAINT,0.0,0.0,2.0,2.0,2.0,FEINT,0.0,2.0,2.0,2.0,2.0,MEINT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FIENT,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,1.0,0.0,SAINT,0.0,0.0,1.0,2.0,2.0,FIENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
IDENT,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,1.0,0.0,SAINT,0.0,0.0,1.0,2.0,2.0,FIENT,0.0,1.0,2.0,2.0,2.0,IDENT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
UNTIE,5,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,1.0,0.0,SAINT,0.0,0.0,1.0,1.0,1.0,ETTIN,1.0,0.0,2.0,2.0,1.0,UNTIE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
ETTIN,4,LARKS,0,0,0,0,0,TONEY,1.0,0.0,1.0,1.0,0.0,SAINT,0.0,0.0,1.0,1.0,1.0,ETTIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
OPINE,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,1.0,0.0,DIMPS,0.0,1.0,0.0,1.0,0.0,OPINE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ENDOW,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,1.0,0.0,DIMPS,1.0,0.0,0.0,0.0,0.0,ENDOW,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ODEON,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,1.0,0.0,DIMPS,1.0,0.0,0.0,0.0,0.0,ENDOW,1.0,1.0,1.0,2.0,0.0,ODEON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
OZONE,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,1.0,0.0,DIMPS,0.0,0.0,0.0,0.0,0.0,OHONE,2.0,0.0,2.0,2.0,2.0,OZONE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
OHONE,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,1.0,0.0,DIMPS,0.0,0.0,0.0,0.0,0.0,OHONE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GNOME,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,1.0,0.0,DIMPS,0.0,0.0,1.0,0.0,0.0,EMONG,1.0,1.0,2.0,1.0,1.0,GNOME,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
EMONG,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,1.0,0.0,DIMPS,0.0,0.0,1.0,0.0,0.0,EMONG,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DEVON,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,1.0,0.0,DIMPS,2.0,0.0,0.0,0.0,0.0,DEVON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DEMON,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,1.0,0.0,DIMPS,2.0,0.0,2.0,0.0,0.0,DEMON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
OVINE,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,1.0,0.0,DIMPS,0.0,1.0,0.0,0.0,0.0,ENVOI,1.0,1.0,1.0,1.0,1.0,OVINE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
ENVOI,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,1.0,0.0,DIMPS,0.0,1.0,0.0,0.0,0.0,ENVOI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PHONE,5,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,1.0,0.0,DIMPS,0.0,0.0,0.0,1.0,0.0,PHEON,2.0,2.0,1.0,1.0,1.0,PHONE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PHEON,4,LARKS,0,0,0,0,0,TONEY,0.0,1.0,1.0,1.0,0.0,DIMPS,0.0,0.0,0.0,1.0,0.0,PHEON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
VIMEN,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,1.0,0.0,0.0,1.0,0.0,VIMEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ENDEW,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,0.0,1.0,ENDEW,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
QUEEN,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,2.0,0.0,0.0,0.0,QUEEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NIDED,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,1.0,2.0,NIDED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NIXED,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,1.0,2.0,NIDED,2.0,2.0,0.0,2.0,2.0,NIXED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NUMEN,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,1.0,2.0,0.0,0.0,0.0,NUMEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MIZEN,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,2.0,0.0,0.0,1.0,0.0,MIXEN,2.0,2.0,0.0,2.0,2.0,MIZEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MIXEN,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,2.0,0.0,0.0,1.0,0.0,MIXEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GIVEN,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,1.0,0.0,HAVES,0.0,0.0,2.0,2.0,0.0,GIVEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
WIZEN,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,1.0,0.0,HAVES,0.0,0.0,0.0,2.0,0.0,WIZEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
VIXEN,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,1.0,0.0,HAVES,0.0,0.0,1.0,2.0,0.0,VIXEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HIZEN,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,1.0,0.0,HAVES,2.0,0.0,0.0,2.0,0.0,HIZEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
UNDEE,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,1.0,0.0,0.0,1.0,UNDEE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UNPEN,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,1.0,0.0,0.0,0.0,UNPEG,2.0,2.0,2.0,2.0,0.0,UNPEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
UNPEG,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,1.0,0.0,0.0,0.0,UNPEG,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NEWED,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,0.0,2.0,ENDED,1.0,1.0,0.0,2.0,2.0,NEWED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
ENDED,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,0.0,2.0,ENDED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ENMEW,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,1.0,0.0,0.0,0.0,0.0,ENMEW,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UNWED,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,1.0,0.0,0.0,2.0,BOWES,0.0,0.0,2.0,2.0,0.0,UNWED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
UNFED,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,1.0,0.0,0.0,2.0,BOWES,0.0,0.0,0.0,2.0,0.0,UNFED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
UNBED,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,1.0,0.0,0.0,2.0,BOWES,1.0,0.0,0.0,2.0,0.0,UNBED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
EEVEN,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,0.0,0.0,HEARS,0.0,2.0,0.0,0.0,0.0,EEVEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HEBEN,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,0.0,0.0,HEARS,2.0,2.0,0.0,0.0,0.0,HEBEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NGWEE,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,0.0,0.0,HEARS,0.0,1.0,0.0,0.0,0.0,NGWEE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
WHEEN,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,0.0,0.0,HEARS,1.0,1.0,0.0,0.0,0.0,WHEEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
UNMEW,4,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,1.0,1.0,0.0,0.0,0.0,UNMEW,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
INDEX,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,1.0,1.0,WIRES,0.0,1.0,0.0,2.0,0.0,INDEX,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
WIDEN,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,1.0,1.0,WIRES,2.0,2.0,0.0,2.0,0.0,WIDEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
INDEW,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,1.0,1.0,WIRES,1.0,1.0,0.0,2.0,0.0,INDEW,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DIZEN,5,LARKS,0,0,0,0,0,TONEY,0.0,0.0,1.0,2.0,0.0,MURID,0.0,0.0,0.0,1.0,1.0,WIRES,0.0,2.0,0.0,2.0,0.0,DIZEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NOHOW,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,1.0,0.0,0.0,0.0,0.0,NOHOW,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DOING,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,0.0,1.0,1.0,DOING,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CODON,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,0.0,0.0,1.0,CODON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
POIND,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,0.0,1.0,2.0,POIND,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NOVUM,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,1.0,1.0,0.0,0.0,NOVUM,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
HOING,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,2.0,0.0,0.0,1.0,0.0,HOING,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
JOMON,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,2.0,0.0,0.0,JOMON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
HOUND,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,2.0,1.0,0.0,0.0,2.0,HOUND,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BOONG,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,0.0,0.0,0.0,BOONG,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
COGON,5,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,0.0,0.0,0.0,BOONG,0.0,2.0,1.0,1.0,1.0,COGON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
VODUN,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,1.0,0.0,0.0,1.0,VODUN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
POWND,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,0.0,0.0,2.0,POWND,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NOMOI,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,2.0,1.0,0.0,NOMOI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
IODIN,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,0.0,2.0,1.0,IODIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NOMIC,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,2.0,2.0,0.0,NOMIC,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MOONG,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,1.0,0.0,0.0,MOONG,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MOUND,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,1.0,1.0,0.0,2.0,MOUND,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
POWIN,5,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,0.0,2.0,0.0,COVIN,0.0,2.0,0.0,2.0,2.0,POWIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COVIN,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,0.0,2.0,0.0,COVIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BOUND,5,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,1.0,0.0,0.0,2.0,UPBOW,1.0,0.0,1.0,1.0,0.0,BOUND,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
POUND,5,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,1.0,0.0,0.0,2.0,UPBOW,1.0,1.0,0.0,1.0,0.0,POUND,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FOUND,5,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,1.0,0.0,0.0,2.0,UPBOW,1.0,0.0,0.0,1.0,0.0,FOUND,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
WOUND,5,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,1.0,0.0,0.0,2.0,UPBOW,1.0,0.0,0.0,1.0,1.0,WOUND,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GOING,5,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,0.0,1.0,0.0,BEANS,0.0,0.0,0.0,2.0,0.0,GOING,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COIGN,5,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,0.0,1.0,0.0,BEANS,0.0,0.0,0.0,1.0,0.0,COIGN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BOING,5,LARKS,0,0,0,0,0,TONEY,0.0,2.0,1.0,0.0,0.0,HUMID,0.0,0.0,0.0,1.0,0.0,BEANS,2.0,0.0,0.0,2.0,0.0,BOING,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CYTON,3,LARKS,0,0,0,0,0,TONEY,1.0,1.0,1.0,0.0,1.0,CYTON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
POYOU,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,0.0,0.0,1.0,DIMPS,0.0,0.0,0.0,1.0,0.0,POYOU,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
YOBBO,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,0.0,0.0,1.0,DIMPS,0.0,0.0,0.0,0.0,0.0,YOBBO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GOYIM,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,0.0,0.0,1.0,DIMPS,0.0,1.0,1.0,0.0,0.0,GOYIM,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
COYPU,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,0.0,0.0,1.0,DIMPS,0.0,0.0,0.0,2.0,0.0,COYPU,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DOHYO,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,0.0,0.0,1.0,DIMPS,2.0,0.0,0.0,0.0,0.0,DOHYO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
YOMIM,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,0.0,0.0,1.0,DIMPS,0.0,1.0,2.0,0.0,0.0,YOMIM,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
YOGIC,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,0.0,0.0,1.0,DIMPS,0.0,1.0,0.0,0.0,0.0,YOGIC,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MOTET,4,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,2.0,0.0,DAMPS,0.0,0.0,1.0,0.0,0.0,MOTET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
POTED,4,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,2.0,0.0,DAMPS,1.0,0.0,0.0,1.0,0.0,POTED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MOTED,4,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,2.0,0.0,DAMPS,1.0,0.0,1.0,0.0,0.0,MOTED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DOTED,4,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,2.0,0.0,DAMPS,2.0,0.0,0.0,0.0,0.0,DOTED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GODET,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,2.0,0.0,DAMPS,1.0,0.0,0.0,0.0,0.0,CATES,0.0,0.0,1.0,2.0,0.0,GODET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COTED,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,2.0,0.0,DAMPS,1.0,0.0,0.0,0.0,0.0,CATES,2.0,0.0,2.0,2.0,0.0,COTED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
VOTED,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,2.0,0.0,DAMPS,1.0,0.0,0.0,0.0,0.0,CATES,0.0,0.0,2.0,2.0,0.0,VOTED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COVET,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,2.0,0.0,DAMPS,0.0,0.0,0.0,0.0,0.0,CURES,2.0,0.0,0.0,2.0,0.0,COVET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FOUET,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,2.0,0.0,DAMPS,0.0,0.0,0.0,0.0,0.0,CURES,0.0,1.0,0.0,2.0,0.0,FOUET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BOWET,5,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,2.0,0.0,DAMPS,0.0,0.0,0.0,0.0,0.0,CURES,0.0,0.0,0.0,2.0,0.0,BOWET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COMET,4,LARKS,0,0,0,0,0,TONEY,1.0,2.0,0.0,2.0,0.0,DAMPS,0.0,0.0,2.0,0.0,0.0,COMET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MONTE,4,LARKS,0,0,0,0,0,TONEY,1.0,2.0,2.0,1.0,0.0,CONTE,0.0,2.0,2.0,2.0,2.0,MONTE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CONTE,3,LARKS,0,0,0,0,0,TONEY,1.0,2.0,2.0,1.0,0.0,CONTE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
COZEY,5,LARKS,0,0,0,0,0,TONEY,0.0,2.0,0.0,2.0,2.0,CLOMP,2.0,0.0,1.0,0.0,0.0,COVEY,2.0,2.0,0.0,2.0,2.0,COZEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COVEY,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,0.0,2.0,2.0,CLOMP,2.0,0.0,1.0,0.0,0.0,COVEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MOPEY,4,LARKS,0,0,0,0,0,TONEY,0.0,2.0,0.0,2.0,2.0,CLOMP,0.0,0.0,1.0,1.0,1.0,MOPEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BOGEY,5,LARKS,0,0,0,0,0,TONEY,0.0,2.0,0.0,2.0,2.0,CLOMP,0.0,0.0,1.0,0.0,0.0,BODES,2.0,2.0,0.0,2.0,0.0,BOGEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FOGEY,5,LARKS,0,0,0,0,0,TONEY,0.0,2.0,0.0,2.0,2.0,CLOMP,0.0,0.0,1.0,0.0,0.0,BODES,0.0,2.0,0.0,2.0,0.0,FOGEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DOGEY,5,LARKS,0,0,0,0,0,TONEY,0.0,2.0,0.0,2.0,2.0,CLOMP,0.0,0.0,1.0,0.0,0.0,BODES,0.0,2.0,1.0,2.0,0.0,DOGEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
