word,depth,g1,s11,s12,s13,s14,s15,g2,s21,s22,s23,s24,s25,g3,s31,s32,s33,s34,s35,g4,s41,s42,s43,s44,s45,g5,s51,s52,s53,s54,s55,g6,s61,s62,s63,s64,s65,g7,s71,s72,s73,s74,s75
BOSUN,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,0.0,MEINY,0.0,0.0,0.0,1.0,0.0,ROUES,0.0,2.0,1.0,0.0,1.0,BOSUN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GISMO,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,0.0,MEINY,1.0,0.0,1.0,0.0,0.0,CEROS,0.0,0.0,0.0,1.0,1.0,GISMO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BISOM,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,0.0,MEINY,1.0,0.0,1.0,0.0,0.0,CEROS,0.0,0.0,0.0,2.0,1.0,BISOM,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
OSMIC,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,0.0,MEINY,1.0,0.0,1.0,0.0,0.0,CEROS,1.0,0.0,0.0,1.0,1.0,OSMIC,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MOSSY,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,0.0,MEINY,2.0,0.0,0.0,0.0,2.0,MOSSY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MOUSY,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,0.0,MEINY,2.0,0.0,0.0,0.0,2.0,MOSSY,2.0,2.0,0.0,2.0,2.0,MOUSY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HYSON,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,0.0,MEINY,0.0,0.0,0.0,1.0,1.0,HYSON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MISGO,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,0.0,MEINY,2.0,0.0,1.0,0.0,0.0,MISDO,2.0,2.0,2.0,0.0,2.0,MISGO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MISDO,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,1.0,0.0,0.0,MEINY,2.0,0.0,1.0,0.0,0.0,MISDO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SONCE,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,2.0,CORNS,1.0,2.0,0.0,1.0,1.0,SONCE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SYBOE,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,2.0,CORNS,0.0,1.0,0.0,0.0,1.0,SHMOE,2.0,0.0,0.0,2.0,2.0,SYBOE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SHMOE,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,2.0,CORNS,0.0,1.0,0.0,0.0,1.0,SHMOE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SOWNE,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,2.0,CORNS,0.0,2.0,0.0,2.0,1.0,SONNE,2.0,2.0,0.0,2.0,2.0,SOWNE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SONNE,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,2.0,CORNS,0.0,2.0,0.0,2.0,1.0,SONNE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SOUCE,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,2.0,CORNS,1.0,2.0,0.0,0.0,1.0,SOUCE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SOWCE,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,2.0,CORNS,1.0,2.0,0.0,0.0,1.0,SOUCE,2.0,2.0,0.0,2.0,2.0,SOWCE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SONSE,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,2.0,CORNS,0.0,2.0,0.0,1.0,1.0,SONDE,2.0,2.0,2.0,0.0,2.0,SONSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SONDE,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,2.0,CORNS,0.0,2.0,0.0,1.0,1.0,SONDE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SOUSE,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,2.0,CORNS,0.0,2.0,0.0,0.0,1.0,SOUSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SOWSE,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,2.0,CORNS,0.0,2.0,0.0,0.0,1.0,SOUSE,2.0,2.0,0.0,2.0,2.0,SOWSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SHOOT,4,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,0.0,HOMOS,1.0,1.0,0.0,2.0,1.0,SHOOT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SOOTH,4,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,0.0,HOMOS,1.0,2.0,0.0,1.0,1.0,SOOTH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SMOUT,4,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,0.0,HOMOS,0.0,1.0,1.0,0.0,1.0,SMOUT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SMOWT,5,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,0.0,HOMOS,0.0,1.0,1.0,0.0,1.0,SMOUT,2.0,2.0,2.0,0.0,2.0,SMOWT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SHOTT,4,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,0.0,HOMOS,1.0,1.0,0.0,0.0,1.0,SHOTT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SHOUT,5,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,0.0,HOMOS,1.0,1.0,0.0,0.0,1.0,SHOTT,2.0,2.0,2.0,0.0,2.0,SHOUT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SOOTY,4,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,0.0,HOMOS,0.0,2.0,0.0,1.0,1.0,SOOTY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SNOOT,5,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,0.0,HOMOS,0.0,1.0,0.0,2.0,1.0,SCOOT,2.0,0.0,2.0,2.0,2.0,SNOOT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SCOOT,4,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,0.0,HOMOS,0.0,1.0,0.0,2.0,1.0,SCOOT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SMOOT,4,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,0.0,HOMOS,0.0,1.0,1.0,2.0,1.0,SMOOT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SNOUT,5,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,0.0,HOMOS,0.0,1.0,0.0,0.0,1.0,SCOUT,2.0,0.0,2.0,2.0,2.0,SNOUT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SCOUT,4,LARKS,0,0,0,0,1,STOPE,2.0,1.0,2.0,0.0,0.0,HOMOS,0.0,1.0,0.0,0.0,1.0,SCOUT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
WOOSH,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,2.0,0.0,0.0,HOMES,1.0,2.0,0.0,0.0,1.0,WOOSH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
WHOSO,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,2.0,0.0,0.0,HOMES,1.0,1.0,0.0,0.0,1.0,WHOSO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DSOBO,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,2.0,0.0,0.0,HOMES,0.0,1.0,0.0,0.0,1.0,DSOBO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DSOMO,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,2.0,0.0,0.0,HOMES,0.0,1.0,1.0,0.0,1.0,DSOMO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GOOSY,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,2.0,0.0,0.0,HOMES,0.0,2.0,0.0,0.0,1.0,GOOSY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
HOOSH,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,2.0,0.0,0.0,HOMES,2.0,2.0,0.0,0.0,1.0,HOOSH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ISSUE,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,1.0,0.0,0.0,1.0,ISSUE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
FUSEE,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,2.0,2.0,0.0,0.0,0.0,FUSEE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BESEE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,0.0,0.0,0.0,CADES,0.0,0.0,0.0,2.0,1.0,BESEE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
JESSE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,0.0,0.0,0.0,CADES,0.0,0.0,0.0,1.0,1.0,JESSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DESSE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,0.0,0.0,0.0,CADES,0.0,0.0,1.0,1.0,1.0,DESSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CESSE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,0.0,0.0,0.0,CADES,2.0,0.0,0.0,1.0,1.0,CESSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DISME,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,0.0,0.0,1.0,REAIS,0.0,1.0,0.0,1.0,1.0,DISME,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
WEISE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,0.0,0.0,1.0,REAIS,0.0,2.0,0.0,1.0,1.0,WEISE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
VISIE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,0.0,0.0,1.0,REAIS,0.0,1.0,0.0,2.0,1.0,VISIE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MUSSE,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,2.0,0.0,0.0,0.0,MUSSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DENSE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,2.0,0.0,0.0,CADES,0.0,0.0,1.0,1.0,1.0,DENSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MENSE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,2.0,0.0,0.0,CADES,0.0,0.0,0.0,1.0,1.0,MENSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CENSE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,2.0,0.0,0.0,CADES,2.0,0.0,0.0,1.0,1.0,CENSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
ENSUE,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,1.0,1.0,0.0,0.0,ENSUE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UNSEE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,1.0,1.0,0.0,0.0,ENSUE,1.0,2.0,2.0,1.0,2.0,UNSEE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MESNE,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,1.0,0.0,0.0,MESNE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NEESE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,1.0,0.0,0.0,MESNE,0.0,2.0,1.0,1.0,2.0,NEESE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MEUSE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,1.0,0.0,0.0,0.0,CAMES,0.0,0.0,1.0,1.0,1.0,MEUSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CHUSE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,1.0,0.0,0.0,0.0,CAMES,2.0,0.0,0.0,1.0,1.0,CHUSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
USQUE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,1.0,0.0,0.0,0.0,CAMES,0.0,0.0,0.0,1.0,1.0,USQUE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GUYSE,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,2.0,0.0,1.0,0.0,GUYSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GEESE,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,0.0,1.0,0.0,GEESE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GESSE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,0.0,1.0,0.0,GEESE,2.0,2.0,0.0,2.0,2.0,GESSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
NISSE,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,1.0,0.0,1.0,NISSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
VISNE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,0.0,1.0,0.0,1.0,NISSE,1.0,2.0,2.0,0.0,2.0,VISNE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GUISE,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,0.0,2.0,0.0,1.0,1.0,GUISE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
FESSE,5,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,2.0,0.0,0.0,0.0,0.0,FEESE,2.0,2.0,0.0,2.0,2.0,FESSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FEESE,4,LARKS,0,0,0,0,1,STOPE,1.0,0.0,0.0,0.0,2.0,FUNGI,2.0,0.0,0.0,0.0,0.0,FEESE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SHINY,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,0.0,1.0,0.0,1.0,SHINY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SYNCH,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,0.0,2.0,2.0,2.0,SYNCH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SUNNY,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,2.0,2.0,0.0,0.0,SUNNY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SNUSH,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,1.0,1.0,0.0,2.0,SNUSH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SWISH,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,0.0,0.0,0.0,2.0,SHISH,2.0,0.0,2.0,2.0,2.0,SWISH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SHISH,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,0.0,0.0,0.0,2.0,SHISH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SWING,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,0.0,1.0,0.0,0.0,SNIFF,2.0,1.0,2.0,0.0,0.0,SWING,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SNIFF,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,0.0,1.0,0.0,0.0,SNIFF,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SNUFF,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,1.0,1.0,0.0,0.0,SNUFF,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SWUNG,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,1.0,1.0,0.0,0.0,SNUFF,2.0,1.0,2.0,0.0,0.0,SWUNG,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SUCCI,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,2.0,0.0,2.0,0.0,SUCCI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SQUIB,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,1.0,0.0,0.0,0.0,SQUIB,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SQUIZ,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,1.0,0.0,0.0,0.0,SQUIB,2.0,2.0,2.0,2.0,0.0,SQUIZ,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SCUFF,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,1.0,0.0,1.0,0.0,SCUFF,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SCUZZ,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,1.0,0.0,1.0,0.0,SCUFF,2.0,2.0,2.0,0.0,0.0,SCUZZ,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SMUSH,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,1.0,0.0,0.0,2.0,SHUSH,2.0,0.0,2.0,2.0,2.0,SMUSH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SHUSH,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,1.0,0.0,0.0,2.0,SHUSH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SCUDI,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,1.0,1.0,0.0,1.0,0.0,SCUDI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SUBBY,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,2.0,0.0,0.0,0.0,SUBBY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SISSY,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,0.0,0.0,0.0,0.0,SISSY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SWIZZ,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,0.0,0.0,0.0,0.0,SISSY,2.0,1.0,0.0,0.0,0.0,SWIZZ,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SHCHI,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,0.0,0.0,1.0,1.0,SHCHI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SQUID,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,1.0,1.0,0.0,0.0,0.0,SQUID,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SUSHI,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,2.0,0.0,0.0,1.0,SUSHI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SUING,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,0.0,2.0,1.0,0.0,0.0,SUING,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SUDSY,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,0.0,0.0,0.0,DUNCH,1.0,2.0,0.0,0.0,0.0,SUDSY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TESTE,4,LARKS,0,0,0,0,1,STOPE,1.0,1.0,0.0,0.0,2.0,GENTS,0.0,2.0,0.0,2.0,1.0,TESTE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GESTE,4,LARKS,0,0,0,0,1,STOPE,1.0,1.0,0.0,0.0,2.0,GENTS,2.0,2.0,0.0,2.0,1.0,GESTE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TEMSE,4,LARKS,0,0,0,0,1,STOPE,1.0,1.0,0.0,0.0,2.0,GENTS,0.0,2.0,0.0,1.0,1.0,TEMSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
THESE,4,LARKS,0,0,0,0,1,STOPE,1.0,1.0,0.0,0.0,2.0,GENTS,0.0,1.0,0.0,1.0,1.0,THESE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TENSE,4,LARKS,0,0,0,0,1,STOPE,1.0,1.0,0.0,0.0,2.0,GENTS,0.0,2.0,2.0,1.0,1.0,TENSE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SYBOW,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,0.0,1.0,0.0,1.0,1.0,SYBOW,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SCION,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,0.0,1.0,1.0,1.0,0.0,SCION,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SOUND,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,1.0,2.0,1.0,1.0,0.0,SOUND,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SOWND,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,1.0,2.0,1.0,1.0,0.0,SOUND,2.0,2.0,0.0,2.0,2.0,SOWND,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SOGGY,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,0.0,2.0,0.0,1.0,2.0,SOGGY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SCHMO,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,0.0,1.0,0.0,1.0,0.0,SCHMO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SIXMO,5,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,0.0,1.0,0.0,1.0,0.0,SCHMO,2.0,0.0,0.0,2.0,2.0,SIXMO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SONNY,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,0.0,2.0,2.0,1.0,2.0,SONNY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SYCON,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,0.0,1.0,1.0,1.0,1.0,SYCON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SONSY,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,0.0,2.0,2.0,2.0,2.0,SONSY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SOZIN,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,0.0,2.0,1.0,1.0,0.0,SOZIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SOYUZ,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,0.0,2.0,0.0,1.0,1.0,SOYUZ,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SODDY,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,1.0,2.0,0.0,1.0,2.0,SODDY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SODIC,4,LARKS,0,0,0,0,1,STOPE,2.0,0.0,1.0,0.0,0.0,DONSY,1.0,2.0,0.0,1.0,0.0,SODIC,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
